 Race , Age  , Trial     , LettersSent ,YYES,YNO,Y3,Y4,Y5,Test
 B    ,60,1,3,NO,NO,YES,YES,YES,YES
 B    ,65,1,3,YES,YES,YES,NO,NO,YES
 W    ,44,1,3,NO,NO,YES,YES,YES,YES
 B    ,26,1,3,NO,NO,YES,YES,YES,NO
 W    ,31,1,3,NO,NO,YES,YES,YES,YES
 W    ,91,1,3,NO,NO,YES,NO,YES,NO
 W    ,27,1,3,NO,NO,YES,YES,YES,NO
 B    ,24,1,3,NO,NO,YES,YES,YES,NO
 U    ,29,1,3,NO,NO,YES,NO,YES,YES
 B    ,58,1,3,YES,YES,YES,YES,YES,YES
 B    ,41,1,3,NO,NO,YES,YES,YES,YES
 W    ,45,1,3,YES,NO,YES,YES,YES,YES
 I    ,75,1,3,NO,NO,NO,YES,YES,NO
 O    ,24,1,3,NO,NO,YES,YES,YES,NO
 U    ,27,1,3,NO,NO,YES,YES,YES,YES
 W    ,35,1,3,NO,NO,YES,YES,NO,NO
 W    ,38,1,3,NO,NO,YES,YES,YES,YES
 B    ,48,1,3,NO,NO,YES,YES,YES,YES
 B    ,37,1,3,NO,NO,YES,YES,YES,NO
 W    ,27,1,3,NO,NO,YES,YES,YES,NO
 U    ,51,1,3,NO,NO,YES,YES,YES,YES
 W    ,32,1,3,NO,NO,YES,YES,YES,YES
 W    ,69,1,3,NO,NO,YES,YES,YES,YES
 O    ,60,1,3,NO,NO,YES,NO,YES,YES
 W    ,31,1,3,NO,NO,YES,YES,YES,YES
 W    ,28,1,3,YES,YES,YES,YES,YES,YES
 W    ,40,1,3,NO,NO,YES,NO,YES,YES
 B    ,40,1,3,NO,NO,NO,NO,NO,NO
 B    ,53,1,3,NO,NO,NO,YES,YES,YES
 O    ,70,1,3,NO,NO,NO,YES,YES,NO
 W    ,23,1,3,NO,NO,NO,NO,NO,NO
 O    ,23,1,3,NO,NO,NO,YES,YES,YES
 W    ,39,1,3,NO,NO,NO,NO,YES,NO
 W    ,53,1,3,NO,NO,YES,NO,YES,YES
 O    ,49,1,3,NO,NO,NO,YES,YES,YES
 B    ,62,1,3,NO,NO,NO,YES,YES,YES
 W    ,30,1,3,NO,NO,NO,YES,YES,YES
 W    ,22,1,3,NO,NO,NO,YES,YES,YES
 B    ,22,1,3,NO,NO,NO,YES,YES,NO
 W    ,69,1,3,NO,NO,NO,NO,YES,NO
 B    ,75,1,3,YES,YES,YES,YES,YES,NO
 W    ,41,1,3,NO,NO,NO,NO,YES,YES
 B    ,22,1,3,NO,NO,NO,YES,YES,YES
 W    ,22,1,3,NO,NO,NO,YES,YES,YES
 B    ,22,1,3,NO,NO,NO,YES,YES,YES
 U    ,22,1,3,NO,NO,NO,NO,YES,NO
 W    ,45,1,3,NO,NO,NO,YES,YES,YES
 W    ,27,1,3,NO,NO,NO,NO,NO,NO
 W    ,49,1,3,NO,NO,NO,NO,NO,NO
 W    ,34,1,3,NO,NO,NO,YES,YES,YES
 W    ,33,1,3,YES,NO,NO,NO,YES,NO
 W    ,38,1,3,NO,NO,NO,YES,YES,YES
 W    ,23,1,3,NO,NO,NO,NO,NO,NO
 W    ,30,1,3,NO,NO,NO,NO,YES,YES
 W    ,45,1,3,YES,NO,NO,YES,YES,YES
 B    ,34,1,3,YES,YES,YES,NO,YES,YES
 O    ,68,1,3,NO,NO,NO,NO,YES,YES
 W    ,35,1,3,YES,YES,YES,NO,YES,NO
 A    ,22,1,3,NO,NO,NO,YES,YES,YES
 W    ,41,1,3,NO,NO,NO,YES,YES,YES
 W    ,40,1,3,YES,YES,YES,YES,YES,YES
 W    ,34,1,3,NO,NO,NO,NO,YES,YES
 W    ,60,1,3,NO,NO,NO,YES,YES,YES
 W    ,33,1,3,YES,NO,YES,NO,YES,NO
 W    ,45,1,3,NO,NO,NO,YES,YES,YES
 B    ,27,1,3,NO,NO,NO,NO,YES,NO
 B    ,23,1,3,NO,NO,NO,YES,YES,YES
 W    ,61,1,3,YES,NO,YES,YES,YES,YES
 W    ,40,1,3,YES,NO,YES,YES,YES,NO
 W    ,41,1,3,YES,NO,YES,NO,YES,YES
 W    ,48,1,3,YES,NO,YES,YES,YES,YES
 W    ,52,1,3,NO,NO,NO,NO,NO,NO
 W    ,48,1,3,YES,YES,YES,NO,YES,YES
 B    ,48,1,3,YES,YES,YES,YES,YES,YES
 W    ,42,1,3,YES,YES,YES,YES,YES,YES
 W    ,48,1,3,YES,NO,YES,YES,YES,YES
 W    ,50,1,3,YES,YES,YES,NO,YES,NO
 W    ,59,1,3,YES,NO,YES,YES,YES,YES
 W    ,67,1,3,NO,NO,NO,YES,YES,YES
 W    ,49,1,3,YES,NO,YES,NO,YES,YES
 W    ,59,1,3,YES,NO,YES,NO,YES,NO
 W    ,45,1,3,YES,NO,YES,NO,YES,NO
 W    ,43,1,3,YES,NO,YES,YES,YES,YES
 B    ,56,1,3,YES,YES,YES,YES,YES,YES
 W    ,66,1,3,YES,NO,YES,NO,YES,YES
 B    ,39,1,3,YES,YES,YES,NO,YES,YES
 B    ,39,1,3,YES,YES,YES,YES,YES,YES
 W    ,43,1,3,YES,NO,YES,NO,YES,YES
 W    ,81,1,3,YES,YES,YES,YES,YES,YES
 B    ,76,1,3,YES,YES,YES,NO,YES,YES
 W    ,83,1,3,YES,YES,YES,YES,YES,YES
 W    ,83,1,3,YES,NO,YES,NO,YES,NO
 B    ,63,1,3,YES,YES,YES,NO,YES,NO
 W    ,78,1,3,YES,YES,YES,YES,NO,NO
 W    ,51,1,3,YES,YES,YES,NO,YES,YES
 W    ,64,1,3,YES,YES,YES,NO,YES,YES
 W    ,57,1,3,YES,NO,YES,NO,YES,YES
 W    ,64,1,3,YES,NO,YES,YES,YES,YES
 W    ,67,1,3,YES,NO,YES,YES,YES,YES
 W    ,57,1,3,YES,YES,YES,NO,YES,YES
 W    ,72,1,3,YES,YES,YES,YES,YES,YES
 W    ,60,1,3,YES,NO,YES,NO,YES,NO
 W    ,60,1,3,YES,YES,YES,NO,YES,YES
 W    ,55,1,3,YES,YES,NO,NO,YES,YES
 W    ,54,1,3,YES,NO,YES,NO,YES,NO
 W    ,52,1,3,YES,NO,YES,NO,YES,NO
 W    ,54,1,3,YES,NO,YES,YES,YES,YES
 U    ,62,1,3,YES,YES,YES,NO,YES,YES
 W    ,57,1,3,YES,NO,YES,YES,YES,YES
 B    ,48,1,3,YES,YES,YES,YES,YES,YES
 W    ,50,1,3,YES,NO,YES,YES,YES,YES
 W    ,62,1,3,YES,NO,YES,NO,YES,YES
 W    ,59,1,3,YES,NO,YES,NO,YES,YES
 W    ,50,1,3,YES,NO,YES,YES,YES,NO
 W    ,64,1,3,YES,NO,YES,YES,YES,YES
 B    ,62,1,3,YES,NO,YES,NO,YES,YES
 B    ,90,1,3,YES,YES,YES,YES,YES,YES
 B    ,67,1,3,NO,NO,NO,YES,YES,NO
 B    ,69,1,3,YES,YES,YES,NO,YES,YES
 B    ,44,1,3,YES,YES,YES,YES,YES,YES
 W    ,50,1,3,YES,NO,YES,YES,YES,YES
 B    ,47,1,3,YES,YES,YES,NO,YES,NO
 W    ,75,1,3,YES,NO,YES,YES,YES,NO
 W    ,60,1,3,YES,YES,YES,NO,YES,YES
 W    ,56,1,3,YES,NO,YES,YES,YES,NO
 W    ,72,1,3,NO,NO,YES,YES,YES,YES
 B    ,57,1,3,YES,NO,YES,YES,YES,YES
 W    ,61,1,3,YES,NO,YES,YES,YES,YES
 W    ,50,1,3,YES,NO,YES,NO,YES,YES
 B    ,54,1,3,YES,YES,YES,YES,YES,YES
 W    ,43,1,3,YES,NO,YES,NO,YES,YES
 B    ,38,1,3,YES,NO,YES,YES,YES,YES
 W    ,43,1,3,YES,YES,YES,YES,YES,YES
 W    ,59,1,3,YES,NO,YES,YES,YES,NO
 W    ,50,1,3,YES,YES,YES,NO,YES,YES
 W    ,47,1,3,YES,YES,YES,NO,YES,NO
 B    ,37,1,3,YES,NO,YES,YES,YES,NO
 B    ,40,1,3,YES,YES,YES,YES,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 W    ,55,1,3,YES,NO,YES,YES,YES,YES
 W    ,39,1,3,YES,YES,YES,YES,YES,YES
 B    ,47,1,3,YES,YES,YES,NO,YES,NO
 W    ,43,1,3,YES,YES,YES,YES,YES,YES
 B    ,41,1,3,YES,YES,YES,NO,YES,NO
 W    ,42,1,3,YES,YES,YES,NO,YES,YES
 W    ,38,1,3,NO,NO,YES,YES,YES,NO
 W    ,61,1,3,YES,NO,YES,NO,YES,YES
 W    ,54,1,3,YES,NO,YES,YES,YES,YES
 W    ,39,1,3,YES,NO,YES,YES,YES,YES
 B    ,45,1,3,YES,YES,NO,YES,NO,NO
 O    ,52,1,3,YES,YES,YES,NO,YES,YES
 W    ,65,1,3,YES,NO,NO,NO,YES,NO
 W    ,36,1,3,YES,NO,YES,YES,YES,YES
 W    ,54,1,3,YES,YES,YES,NO,YES,YES
 W    ,55,1,3,YES,NO,YES,YES,YES,YES
 W    ,46,1,3,YES,NO,YES,NO,YES,NO
 W    ,35,1,3,YES,NO,YES,YES,YES,YES
 W    ,51,1,3,YES,NO,YES,NO,YES,NO
 W    ,42,1,3,YES,NO,YES,NO,YES,YES
 W    ,52,1,3,YES,NO,YES,YES,YES,YES
 B    ,55,1,3,YES,YES,YES,NO,YES,YES
 W    ,59,1,3,YES,NO,YES,NO,YES,YES
 B    ,37,1,3,YES,YES,YES,YES,YES,YES
 W    ,70,1,3,YES,NO,YES,YES,YES,YES
 W    ,49,1,3,YES,NO,YES,YES,YES,YES
 B    ,66,1,3,NO,NO,YES,YES,YES,YES
 W    ,42,1,3,YES,NO,YES,NO,YES,YES
 W    ,46,1,3,NO,NO,NO,NO,NO,NO
 B    ,64,1,3,YES,YES,YES,YES,YES,YES
 W    ,39,1,3,YES,YES,YES,YES,YES,YES
 W    ,46,1,3,YES,YES,YES,YES,YES,YES
 O    ,47,1,3,YES,NO,YES,YES,YES,YES
 W    ,61,1,3,YES,NO,YES,YES,YES,YES
 W    ,65,1,3,YES,NO,YES,NO,YES,NO
 B    ,55,1,3,YES,NO,YES,YES,YES,YES
 W    ,36,1,3,YES,NO,YES,YES,YES,YES
 W    ,88,1,3,YES,YES,YES,YES,YES,YES
 W    ,55,1,3,YES,YES,YES,YES,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 W    ,40,1,3,NO,NO,YES,YES,YES,YES
 W    ,52,1,3,YES,NO,YES,YES,YES,YES
 W    ,37,1,3,YES,YES,YES,NO,YES,YES
 W    ,58,1,3,YES,NO,YES,YES,YES,YES
 A    ,76,1,3,YES,NO,YES,YES,YES,NO
 W    ,49,1,3,NO,NO,YES,YES,YES,YES
 W    ,35,1,3,YES,NO,YES,YES,YES,YES
 O    ,48,1,3,YES,NO,YES,NO,YES,NO
 O    ,59,1,3,YES,NO,YES,YES,YES,YES
 A    ,54,1,3,YES,NO,YES,YES,YES,YES
 W    ,55,1,3,YES,NO,YES,YES,YES,YES
 W    ,35,1,3,YES,NO,YES,NO,YES,YES
 W    ,32,1,3,NO,NO,YES,NO,YES,YES
 W    ,37,1,3,YES,NO,YES,NO,YES,YES
 W    ,49,1,3,YES,NO,YES,YES,YES,YES
 M    ,32,1,3,YES,NO,YES,YES,YES,YES
 W    ,35,1,3,YES,NO,YES,NO,YES,YES
 B    ,35,1,3,YES,NO,YES,YES,YES,YES
 W    ,39,1,3,YES,NO,NO,NO,YES,YES
 W    ,60,1,3,YES,NO,YES,NO,YES,YES
 W    ,39,1,3,YES,NO,YES,NO,YES,YES
 W    ,46,1,3,YES,YES,YES,YES,YES,YES
 A    ,56,1,3,YES,YES,YES,YES,YES,YES
 W    ,62,1,3,YES,NO,NO,NO,YES,YES
 W    ,46,1,3,YES,NO,YES,YES,YES,YES
 O    ,48,1,3,YES,YES,YES,YES,YES,YES
 W    ,53,1,3,YES,YES,YES,NO,YES,YES
 B    ,50,1,3,YES,YES,YES,NO,YES,YES
 W    ,91,1,3,YES,YES,YES,YES,YES,NO
 W    ,48,1,3,YES,NO,YES,NO,YES,YES
 W    ,33,1,3,NO,NO,NO,YES,YES,NO
 W    ,51,1,3,NO,NO,YES,YES,YES,NO
 W    ,28,1,3,NO,NO,YES,NO,YES,NO
 B    ,56,1,3,YES,NO,YES,YES,YES,YES
 W    ,45,1,3,YES,NO,YES,YES,YES,YES
 W    ,31,1,3,YES,YES,YES,YES,YES,YES
 B    ,28,1,3,YES,YES,YES,NO,YES,YES
 W    ,56,1,3,YES,YES,YES,NO,YES,NO
 B    ,44,1,3,YES,YES,YES,NO,YES,YES
 B    ,30,1,3,YES,YES,YES,YES,YES,YES
 W    ,23,1,3,NO,NO,YES,NO,YES,NO
 B    ,50,1,3,NO,NO,YES,YES,YES,NO
 W    ,69,1,3,YES,NO,YES,YES,YES,NO
 B    ,55,1,3,YES,YES,YES,YES,YES,NO
 W    ,27,1,3,NO,YES,YES,NO,YES,NO
 W    ,57,1,3,YES,YES,YES,NO,YES,NO
 U    ,38,1,3,YES,NO,YES,YES,YES,NO
 U    ,47,1,3,NO,NO,YES,YES,YES,YES
 W    ,38,1,3,NO,NO,NO,NO,YES,NO
 W    ,25,1,3,NO,NO,YES,YES,YES,NO
 W    ,33,1,3,YES,NO,YES,YES,YES,YES
 W    ,22,1,3,NO,NO,NO,YES,YES,NO
 W    ,32,1,3,NO,NO,NO,NO,YES,NO
 W    ,21,1,3,NO,NO,NO,NO,YES,NO
 B    ,61,1,3,NO,NO,NO,NO,YES,NO
 W    ,39,1,3,NO,NO,NO,NO,YES,YES
 W    ,21,1,3,NO,NO,NO,NO,YES,NO
 W    ,21,1,3,NO,NO,NO,NO,YES,NO
 B    ,20,1,3,NO,NO,NO,NO,YES,NO
 A    ,22,1,3,NO,NO,NO,NO,YES,YES
 W    ,19,1,3,NO,NO,NO,NO,YES,YES
 W    ,20,1,3,NO,NO,NO,NO,YES,NO
 W    ,59,1,3,NO,NO,NO,NO,YES,YES
 M    ,19,1,3,NO,NO,NO,NO,YES,NO
 W    ,20,1,3,NO,NO,NO,NO,YES,NO
 W    ,21,1,3,NO,NO,NO,NO,YES,NO
 W    ,35,1,3,NO,NO,YES,NO,YES,YES
 W    ,20,1,3,NO,NO,NO,NO,NO,NO
 W    ,22,1,3,NO,NO,NO,NO,YES,YES
 B    ,35,1,3,NO,NO,NO,NO,NO,NO
 W    ,19,1,3,NO,NO,NO,NO,NO,NO
 W    ,23,1,3,NO,NO,NO,NO,NO,NO
 W    ,25,1,3,NO,NO,NO,NO,NO,NO
 W    ,51,1,3,NO,NO,NO,NO,NO,NO
 W    ,18,1,3,NO,NO,NO,NO,NO,NO
 W    ,18,1,3,NO,NO,NO,NO,NO,NO
 B    ,18,1,3,NO,NO,NO,NO,NO,NO
 W    ,18,1,3,NO,NO,NO,NO,NO,NO
 W    ,69,1,3,NO,NO,YES,YES,NO,NO
 B    ,66,1,3,YES,YES,YES,NO,YES,YES
 B    ,61,1,3,YES,YES,YES,YES,YES,YES
 W    ,47,1,3,YES,NO,YES,YES,YES,NO
 B    ,41,1,3,YES,YES,YES,NO,YES,YES
 B    ,46,1,3,YES,YES,YES,YES,YES,YES
 W    ,55,1,3,YES,NO,YES,NO,YES,NO
 W    ,65,1,3,YES,NO,YES,YES,YES,NO
 W    ,96,1,3,YES,YES,YES,YES,YES,NO
 U    ,65,1,3,YES,YES,YES,YES,YES,NO
 W    ,52,1,3,YES,NO,YES,NO,YES,YES
 B    ,38,1,3,YES,YES,YES,YES,YES,NO
 W    ,40,1,3,YES,NO,YES,NO,YES,YES
 B    ,63,1,3,YES,YES,NO,NO,YES,YES
 B    ,47,1,3,YES,YES,YES,YES,YES,NO
 B    ,47,1,3,YES,YES,YES,YES,YES,YES
 W    ,35,1,3,YES,NO,YES,YES,YES,NO
 W    ,37,1,3,NO,NO,YES,YES,YES,NO
 W    ,59,1,3,YES,NO,YES,YES,YES,NO
 B    ,37,1,3,YES,NO,NO,NO,YES,NO
 B    ,36,1,3,YES,YES,YES,YES,YES,NO
 U    ,33,1,3,YES,NO,YES,YES,YES,YES
 W    ,54,1,3,YES,NO,YES,YES,YES,YES
 W    ,62,1,3,YES,NO,YES,NO,YES,NO
 W    ,32,1,3,YES,NO,YES,NO,YES,NO
 W    ,44,1,3,YES,YES,YES,YES,YES,YES
 U    ,39,1,3,YES,YES,YES,NO,YES,NO
 W    ,29,1,3,YES,NO,YES,YES,YES,YES
 W    ,30,1,3,YES,NO,YES,NO,YES,YES
 B    ,30,1,3,NO,NO,NO,YES,YES,NO
 W    ,47,1,3,YES,NO,YES,YES,YES,NO
 W    ,27,1,3,YES,NO,YES,YES,YES,NO
 W    ,46,1,3,NO,NO,YES,YES,YES,NO
 B    ,35,1,3,NO,NO,YES,YES,NO,NO
 W    ,53,1,3,NO,NO,YES,YES,YES,NO
 B    ,27,1,3,NO,YES,YES,NO,YES,YES
 U    ,25,1,3,NO,NO,YES,YES,YES,NO
 W    ,23,1,3,NO,NO,YES,NO,YES,NO
 A    ,56,1,3,NO,NO,YES,NO,YES,YES
 B    ,31,1,3,NO,NO,YES,YES,YES,YES
 B    ,44,1,3,NO,NO,YES,YES,YES,YES
 B    ,29,1,3,NO,NO,YES,YES,YES,YES
 U    ,35,1,3,NO,NO,YES,NO,YES,YES
 B    ,57,1,3,NO,NO,YES,YES,YES,YES
 B    ,39,1,3,NO,NO,YES,NO,YES,YES
 U    ,28,1,3,NO,NO,YES,YES,YES,YES
 W    ,37,1,3,NO,NO,YES,YES,YES,NO
 B    ,34,1,3,NO,NO,YES,NO,YES,NO
 W    ,30,1,3,NO,NO,NO,NO,NO,NO
 W    ,26,1,3,NO,NO,YES,YES,YES,YES
 W    ,24,1,3,NO,NO,YES,YES,YES,NO
 M    ,56,1,3,NO,NO,YES,YES,YES,NO
 W    ,37,1,3,NO,NO,NO,YES,YES,NO
 M    ,48,1,3,NO,NO,NO,YES,YES,YES
 W    ,27,1,3,NO,NO,NO,YES,YES,NO
 M    ,23,1,3,NO,NO,YES,YES,YES,NO
 W    ,28,1,3,NO,NO,YES,NO,YES,YES
 O    ,64,1,3,NO,NO,NO,NO,YES,YES
 B    ,19,1,3,NO,NO,NO,NO,YES,NO
 W    ,27,1,3,YES,NO,YES,YES,YES,YES
 W    ,36,1,3,NO,YES,YES,YES,NO,YES
 W    ,23,1,3,NO,NO,YES,YES,YES,YES
 W    ,29,1,3,NO,NO,YES,YES,YES,NO
 B    ,42,1,3,NO,NO,NO,NO,YES,YES
 B    ,22,1,3,NO,NO,NO,NO,YES,YES
 B    ,68,1,3,NO,NO,NO,NO,YES,YES
 W    ,51,1,3,YES,NO,YES,NO,YES,YES
 B    ,48,1,3,YES,YES,YES,NO,YES,YES
 W    ,40,1,3,NO,NO,NO,NO,YES,YES
 U    ,24,1,3,NO,NO,YES,YES,YES,YES
 M    ,19,1,3,NO,NO,NO,NO,NO,NO
 O    ,19,1,3,NO,NO,NO,NO,NO,YES
 U    ,31,1,3,YES,NO,YES,NO,YES,YES
 W    ,45,1,3,NO,NO,NO,NO,YES,YES
 W    ,29,1,3,YES,NO,YES,NO,YES,NO
 W    ,41,1,3,YES,NO,YES,NO,YES,YES
 W    ,31,1,3,NO,NO,NO,NO,YES,YES
 A    ,23,1,3,NO,NO,NO,NO,YES,YES
 W    ,42,1,3,YES,NO,YES,NO,YES,YES
 B    ,49,1,3,YES,NO,YES,YES,YES,NO
 B    ,71,1,3,YES,YES,YES,YES,YES,NO
 W    ,33,1,3,YES,NO,YES,YES,YES,YES
 B    ,48,1,3,YES,NO,YES,NO,YES,YES
 O    ,38,1,3,YES,YES,NO,NO,YES,YES
 B    ,62,1,3,YES,NO,YES,NO,NO,YES
 B    ,22,1,3,NO,NO,NO,NO,YES,YES
 B    ,56,1,3,YES,NO,YES,YES,YES,YES
 B    ,30,1,3,NO,NO,YES,NO,YES,YES
 B    ,51,1,3,YES,NO,YES,YES,NO,NO
 W    ,50,1,3,NO,NO,NO,NO,YES,YES
 B    ,35,1,3,YES,NO,YES,YES,YES,YES
 W    ,49,1,3,YES,YES,YES,YES,NO,YES
 B    ,76,1,3,NO,NO,NO,NO,NO,YES
 W    ,74,1,3,YES,NO,YES,NO,YES,YES
 B    ,29,1,3,YES,NO,YES,NO,YES,NO
 B    ,44,1,3,YES,NO,NO,NO,YES,YES
 B    ,44,1,3,NO,NO,NO,NO,YES,YES
 W    ,19,1,3,NO,NO,NO,NO,NO,NO
 W    ,63,1,3,YES,NO,YES,NO,YES,NO
 W    ,37,1,3,NO,NO,YES,YES,YES,YES
 W    ,65,1,3,YES,NO,YES,YES,YES,YES
 W    ,33,1,3,NO,NO,YES,NO,YES,YES
 B    ,52,1,3,NO,NO,NO,NO,YES,YES
 A    ,44,1,3,NO,NO,YES,NO,YES,YES
 O    ,63,1,3,NO,NO,NO,NO,NO,NO
 B    ,45,1,3,YES,NO,YES,NO,YES,YES
 W    ,36,1,3,NO,NO,NO,NO,YES,YES
 W    ,22,1,3,NO,NO,NO,NO,YES,YES
 W    ,50,1,3,YES,YES,YES,YES,NO,NO
 A    ,53,1,3,YES,YES,YES,NO,YES,YES
 W    ,43,1,3,YES,NO,YES,NO,YES,YES
 B    ,45,1,3,NO,NO,YES,YES,YES,YES
 B    ,25,1,3,NO,NO,YES,NO,YES,NO
 A    ,67,1,3,YES,NO,YES,NO,YES,YES
 W    ,56,1,3,YES,NO,NO,NO,YES,NO
 B    ,20,1,3,NO,NO,NO,NO,YES,YES
 W    ,43,1,3,NO,NO,NO,NO,NO,YES
 W    ,44,1,3,NO,NO,NO,NO,YES,NO
 W    ,74,1,3,NO,NO,NO,NO,YES,YES
 O    ,34,1,3,NO,NO,NO,YES,NO,NO
 U    ,41,1,3,YES,NO,YES,YES,YES,YES
 U    ,43,1,3,YES,NO,YES,YES,YES,YES
 B    ,59,1,3,NO,NO,NO,NO,YES,YES
 O    ,33,1,3,YES,NO,YES,NO,YES,NO
 B    ,52,1,3,NO,NO,YES,NO,YES,YES
 B    ,22,1,3,NO,NO,NO,NO,YES,NO
 W    ,22,1,3,NO,NO,NO,YES,YES,YES
 B    ,43,1,3,NO,NO,YES,NO,YES,YES
 W    ,36,1,3,YES,NO,NO,NO,YES,YES
 B    ,19,1,3,NO,NO,NO,NO,NO,NO
 B    ,22,1,3,NO,NO,NO,NO,YES,YES
 B    ,31,1,3,YES,NO,YES,YES,YES,YES
 W    ,30,1,3,YES,NO,YES,NO,YES,YES
 W    ,43,1,3,NO,NO,NO,NO,YES,YES
 W    ,34,1,3,NO,NO,YES,YES,YES,YES
 W    ,44,1,3,NO,NO,NO,NO,YES,YES
 O    ,25,1,3,NO,NO,YES,NO,YES,YES
 W    ,31,1,3,NO,NO,YES,NO,YES,NO
 W    ,49,1,3,YES,YES,YES,NO,NO,NO
 W    ,33,1,3,NO,NO,YES,NO,YES,YES
 B    ,79,1,3,YES,NO,YES,NO,YES,NO
 B    ,31,1,3,NO,NO,YES,NO,YES,YES
 B    ,28,1,3,YES,NO,YES,YES,YES,YES
 W    ,37,1,3,NO,NO,NO,NO,YES,YES
 W    ,43,1,3,NO,NO,NO,NO,YES,YES
 W    ,19,1,3,NO,NO,NO,NO,NO,YES
 U    ,34,1,3,NO,NO,NO,NO,YES,NO
 W    ,34,1,3,NO,NO,NO,NO,NO,NO
 W    ,35,1,3,NO,NO,NO,NO,YES,NO
 W    ,48,1,3,NO,NO,YES,NO,YES,YES
 O    ,49,1,3,YES,NO,NO,NO,YES,NO
 W    ,79,1,3,YES,NO,YES,NO,YES,NO
 W    ,50,1,3,YES,NO,YES,NO,YES,YES
 M    ,35,1,3,YES,NO,YES,NO,YES,YES
 W    ,37,1,3,YES,NO,YES,NO,YES,YES
 W    ,42,1,3,YES,NO,YES,NO,YES,YES
 W    ,36,1,3,YES,NO,YES,YES,YES,YES
 W    ,39,1,3,YES,NO,NO,NO,YES,YES
 B    ,59,1,3,YES,NO,YES,YES,YES,YES
 B    ,48,1,3,YES,NO,YES,YES,YES,NO
 W    ,40,1,3,YES,NO,YES,YES,YES,NO
 B    ,30,1,3,NO,NO,NO,NO,YES,YES
 W    ,28,1,3,YES,NO,NO,NO,YES,YES
 B    ,47,1,3,YES,NO,NO,NO,YES,NO
 B    ,57,1,3,NO,NO,NO,YES,YES,YES
 B    ,19,1,3,NO,NO,NO,NO,NO,NO
 B    ,31,1,3,NO,NO,NO,NO,YES,NO
 A    ,41,1,3,NO,NO,YES,NO,YES,NO
 W    ,55,1,3,YES,NO,YES,NO,YES,YES
 B    ,51,1,3,YES,YES,YES,NO,YES,YES
 B    ,19,1,3,NO,NO,NO,NO,NO,NO
 W    ,73,1,3,YES,NO,YES,NO,YES,YES
 A    ,26,1,3,NO,NO,YES,NO,YES,NO
 W    ,36,1,3,NO,NO,NO,NO,YES,YES
 O    ,41,1,3,NO,YES,YES,NO,YES,YES
 W    ,71,1,3,NO,NO,YES,NO,YES,YES
 O    ,47,1,3,YES,NO,YES,NO,YES,NO
 B    ,21,1,3,NO,NO,NO,NO,YES,YES
 B    ,37,1,3,YES,YES,YES,YES,YES,YES
 A    ,42,1,3,NO,NO,NO,NO,YES,NO
 W    ,21,1,3,NO,NO,NO,NO,YES,YES
 B    ,47,1,3,NO,NO,NO,NO,YES,YES
 B    ,54,1,3,NO,NO,YES,NO,YES,YES
 B    ,35,1,3,NO,NO,YES,NO,YES,NO
 W    ,74,1,3,YES,NO,YES,NO,YES,YES
 W    ,34,1,3,YES,YES,YES,YES,NO,NO
 W    ,39,1,3,YES,NO,YES,NO,YES,NO
 A    ,43,1,3,NO,NO,NO,NO,YES,NO
 W    ,37,1,3,NO,NO,YES,NO,NO,NO
 B    ,40,1,3,YES,NO,YES,NO,YES,YES
 B    ,28,1,3,NO,NO,NO,YES,YES,YES
 B    ,38,1,3,NO,NO,NO,NO,YES,YES
 W    ,34,1,3,YES,YES,YES,NO,YES,NO
 B    ,30,1,3,NO,NO,YES,YES,YES,YES
 B    ,51,1,3,YES,NO,YES,YES,NO,YES
 W    ,46,1,3,YES,YES,YES,NO,YES,YES
 W    ,52,1,3,NO,NO,YES,YES,YES,NO
 O    ,38,1,3,NO,NO,NO,NO,YES,NO
 W    ,33,1,3,YES,NO,YES,YES,YES,YES
 B    ,34,1,3,YES,NO,YES,YES,YES,YES
 B    ,23,1,3,NO,NO,YES,NO,NO,YES
 W    ,55,1,3,YES,NO,NO,NO,NO,NO
 A    ,50,1,3,YES,NO,YES,NO,YES,YES
 O    ,37,1,3,YES,NO,NO,NO,YES,NO
 B    ,41,1,3,YES,NO,YES,YES,YES,YES
 W    ,19,1,3,NO,NO,NO,NO,NO,YES
 B    ,48,1,3,YES,YES,YES,NO,YES,YES
 B    ,33,1,3,NO,NO,NO,NO,YES,NO
 O    ,37,1,3,NO,NO,YES,NO,YES,YES
 W    ,60,1,3,YES,NO,YES,NO,YES,YES
 B    ,38,1,3,NO,NO,NO,NO,NO,YES
 W    ,40,1,3,YES,NO,YES,YES,YES,YES
 W    ,35,1,3,YES,NO,YES,YES,YES,YES
 W    ,38,1,3,YES,YES,YES,NO,YES,YES
 W    ,57,1,3,YES,NO,YES,YES,YES,YES
 W    ,36,1,3,YES,NO,YES,NO,YES,YES
 W    ,46,1,3,YES,NO,YES,NO,NO,NO
 B    ,54,1,3,YES,NO,YES,NO,YES,NO
 W    ,47,1,3,YES,NO,NO,NO,YES,YES
 W    ,43,1,3,YES,NO,YES,NO,YES,NO
 U    ,27,1,3,NO,NO,YES,NO,YES,YES
 U    ,38,1,3,YES,NO,NO,NO,YES,NO
 W    ,39,1,3,NO,NO,YES,YES,YES,YES
 W    ,31,1,3,YES,NO,YES,NO,YES,YES
